id,category,subcategory,question,option_a,option_b,option_c,option_d,correct_answer,explanation,difficulty,experience_level,tags,keywords,source,created_date
481,Software Engineering,Testing,What is Performance Testing in software engineering?,Measure system performance,A hardware component,A network protocol,A database query,A,Performance Testing is Measure system performance that provides Performance validation.,3,Mid,software_engineering,performance testing,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
482,Software Engineering,Testing,What is Security Testing in software engineering?,Identify vulnerabilities,A hardware component,A network protocol,A database query,A,Security Testing is Identify vulnerabilities that provides Security assurance.,3,Mid,software_engineering,security testing,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
483,Software Engineering,Testing,What is Regression Testing in software engineering?,Verify unchanged functionality,A hardware component,A network protocol,A database query,A,Regression Testing is Verify unchanged functionality that provides Quality assurance.,3,Mid,software_engineering,regression testing,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
484,Software Engineering,Testing,What is Test-Driven Development in software engineering?,Write tests before code,A hardware component,A network protocol,A database query,A,Test-Driven Development is Write tests before code that provides Quality focus.,3,Mid,software_engineering,test-driven development,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
485,Software Engineering,Version Control,What is Git in software engineering?,Distributed version control,A hardware component,A network protocol,A database query,A,Git is Distributed version control that provides Code versioning.,3,Mid,software_engineering,git,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
486,Software Engineering,Version Control,What is Branch in software engineering?,Parallel development line,A hardware component,A network protocol,A database query,A,Branch is Parallel development line that provides Feature isolation.,3,Mid,software_engineering,branch,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
487,Software Engineering,Version Control,What is Merge in software engineering?,Combine code changes,A hardware component,A network protocol,A database query,A,Merge is Combine code changes that provides Integration.,3,Mid,software_engineering,merge,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
488,Software Engineering,Version Control,What is Pull Request in software engineering?,Code review process,A hardware component,A network protocol,A database query,A,Pull Request is Code review process that provides Quality control.,3,Mid,software_engineering,pull request,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
489,Software Engineering,Version Control,What is Continuous Integration in software engineering?,Automated code integration,A hardware component,A network protocol,A database query,A,Continuous Integration is Automated code integration that provides Early error detection.,3,Mid,software_engineering,continuous integration,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
490,Software Engineering,Version Control,What is Code Review in software engineering?,Peer code examination,A hardware component,A network protocol,A database query,A,Code Review is Peer code examination that provides Quality assurance.,3,Mid,software_engineering,code review,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
491,Software Engineering,Architecture,What is MVC in software engineering?,Model-View-Controller,A hardware component,A network protocol,A database query,A,MVC is Model-View-Controller that provides Separation of concerns.,3,Mid,software_engineering,mvc,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
492,Software Engineering,Architecture,What is Microservices in software engineering?,Distributed service architecture,A hardware component,A network protocol,A database query,A,Microservices is Distributed service architecture that provides Scalability.,3,Mid,software_engineering,microservices,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
493,Software Engineering,Architecture,What is Monolithic in software engineering?,Single deployable unit,A hardware component,A network protocol,A database query,A,Monolithic is Single deployable unit that provides Simplicity.,3,Mid,software_engineering,monolithic,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
494,Software Engineering,Architecture,What is Event-Driven in software engineering?,Asynchronous event processing,A hardware component,A network protocol,A database query,A,Event-Driven is Asynchronous event processing that provides Loose coupling.,3,Mid,software_engineering,event-driven,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
495,Software Engineering,Architecture,What is Layered Architecture in software engineering?,Hierarchical organization,A hardware component,A network protocol,A database query,A,Layered Architecture is Hierarchical organization that provides Modularity.,3,Mid,software_engineering,layered architecture,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
496,Object-Oriented Programming,Core Principles,What is Encapsulation in object-oriented programming?,Bundle data and methods,A database operation,A network function,A file operation,A,Encapsulation is Bundle data and methods that enables Data hiding.,3,Mid,OOP,encapsulation,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
497,Object-Oriented Programming,Core Principles,What is Inheritance in object-oriented programming?,Derive new classes from existing,A database operation,A network function,A file operation,A,Inheritance is Derive new classes from existing that enables Code reuse.,3,Mid,OOP,inheritance,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
498,Object-Oriented Programming,Core Principles,What is Polymorphism in object-oriented programming?,Multiple forms of methods,A database operation,A network function,A file operation,A,Polymorphism is Multiple forms of methods that enables Flexibility.,3,Mid,OOP,polymorphism,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
499,Object-Oriented Programming,Core Principles,What is Abstraction in object-oriented programming?,Hide implementation details,A database operation,A network function,A file operation,A,Abstraction is Hide implementation details that enables Simplicity.,3,Mid,OOP,abstraction,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
500,Object-Oriented Programming,OOP Concepts,What is Class in object-oriented programming?,Blueprint for objects,A database operation,A network function,A file operation,A,Class is Blueprint for objects that enables Object template.,3,Mid,OOP,class,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
501,Object-Oriented Programming,OOP Concepts,What is Object in object-oriented programming?,Instance of a class,A database operation,A network function,A file operation,A,Object is Instance of a class that enables Runtime entity.,3,Mid,OOP,object,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
502,Object-Oriented Programming,OOP Concepts,What is Method in object-oriented programming?,Function within a class,A database operation,A network function,A file operation,A,Method is Function within a class that enables Behavior definition.,3,Mid,OOP,method,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
503,Object-Oriented Programming,OOP Concepts,What is Attribute in object-oriented programming?,Data member of class,A database operation,A network function,A file operation,A,Attribute is Data member of class that enables State representation.,3,Mid,OOP,attribute,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
504,Object-Oriented Programming,OOP Concepts,What is Constructor in object-oriented programming?,Object initialization method,A database operation,A network function,A file operation,A,Constructor is Object initialization method that enables Setup behavior.,3,Mid,OOP,constructor,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
